Продукт,Калорийность,Белки,Жиры,Углеводы
"Индейка, цыплята, белое мясо с кожей",133 кКал,133 кКал,133 кКал,133 кКал
"Индейка, цыплята, белое мясо с кожей, запечённые",164 кКал,164 кКал,164 кКал,164 кКал
"Индейка, цыплята, белое мясо, запечённые",140 кКал,140 кКал,140 кКал,140 кКал
"Индейка, цыплята, грудка с кожей",125 кКал,125 кКал,125 кКал,125 кКал
"Индейка, цыплята, грудка с кожей, запечённая",153 кКал,153 кКал,153 кКал,153 кКал
"Индейка, цыплята, запечённые",172 кКал,172 кКал,172 кКал,172 кКал
"Индейка, цыплята, крылышки",159 кКал,159 кКал,159 кКал,159 кКал
"Индейка, цыплята, крылышки, запечённые",207 кКал,207 кКал,207 кКал,207 кКал
"Индейка, цыплята, окорочка, мясо и кожа, приготовленные, жареные на открытом огне",170 кКал,170 кКал,170 кКал,170 кКал
"Индейка, цыплята, окорочка, мясо и кожа, сырые",118 кКал,118 кКал,118 кКал,118 кКал
"Индейка, цыплята, окорочка, только мясо, приготовленное, жареное на открытом огне",159 кКал,159 кКал,159 кКал,159 кКал
"Индейка, цыплята, окорочка, только мясо, сырое",108 кКал,108 кКал,108 кКал,108 кКал
"Индейка, цыплята, потроха и шейки",133 кКал,133 кКал,133 кКал,133 кКал
"Индейка, цыплята, потроха и шейки, запечённые",171 кКал,171 кКал,171 кКал,171 кКал
"Индейка, цыплята, спинки",151 кКал,151 кКал,151 кКал,151 кКал
"Индейка, цыплята, спинки, запечённые",204 кКал,204 кКал,204 кКал,204 кКал
"Индейка, цыплята, темное мясо",111 кКал,111 кКал,111 кКал,111 кКал
"Индейка, цыплята, темное мясо с кожей",129 кКал,129 кКал,129 кКал,129 кКал
"Индейка, цыплята, темное мясо с кожей, запечённые",182 кКал,182 кКал,182 кКал,182 кКал
"Индейка, цыплята, темное мясо, запечённые",162 кКал,162 кКал,162 кКал,162 кКал
"Индейка, цыплята, только кожа",283 кКал,283 кКал,283 кКал,283 кКал
"Индейка, цыплята, только кожа, запечённая",299 кКал,299 кКал,299 кКал,299 кКал
"Индейка, цыплята, только мясо",110 кКал,110 кКал,110 кКал,110 кКал
"Индейка, цыплята, только мясо, запечённое",150 кКал,150 кКал,150 кКал,150 кКал
"Индейка, шейки, только мясо",125 кКал,125 кКал,125 кКал,125 кКал
"Индейка, шейки, только мясо, вареное на медленном огне",162 кКал,162 кКал,162 кКал,162 кКал
Индюшата 1 кат.,182 кКал,182 кКал,182 кКал,182 кКал
Индюшата 2 кат.,134 кКал,134 кКал,134 кКал,134 кКал
"Канадский гусь, грудка, только мясо",133 кКал,133 кКал,133 кКал,133 кКал
"Котлеты (патти) из мяса индейки, обжаренныев панировке и кляре",283 кКал,283 кКал,283 кКал,283 кКал
"Котлеты рубленые, цыплята, по 2-22",238 кКал,238 кКал,238 кКал,238 кКал
"Котлеты, индейка, по 2-22",220 кКал,220 кКал,220 кКал,220 кКал
"Котлеты, курица, по 2-20",222 кКал,222 кКал,222 кКал,222 кКал
Куриная грудка (филе),113 кКал,113 кКал,113 кКал,113 кКал
"Куриная грудка для фахито, замороженная",135 кКал,135 кКал,135 кКал,135 кКал
"Куриное филе (грудка), приготовленное в микроволновой печи",252 кКал,252 кКал,252 кКал,252 кКал
"Куриные лапки, вареные",215 кКал,215 кКал,215 кКал,215 кКал
Куриные нагетсы,276 кКал,276 кКал,276 кКал,276 кКал
"Куриные нагетсы, приготовленные",296 кКал,296 кКал,296 кКал,296 кКал
Куриный окорочок,185 кКал,185 кКал,185 кКал,185 кКал
Куриный фарш,143 кКал,143 кКал,143 кКал,143 кКал
"Куриный фарш, рубленный, подрумяненый на сковороде",189 кКал,189 кКал,189 кКал,189 кКал
Курица 1 кат.,238 кКал,238 кКал,238 кКал,238 кКал
Курица 2 кат.,159 кКал,159 кКал,159 кКал,159 кКал
Курица бройлерная,200 кКал,200 кКал,200 кКал,200 кКал
"Курица бройлерная, запечённая",259 кКал,259 кКал,259 кКал,259 кКал
"Курица бройлерная, только мясо",116 кКал,116 кКал,116 кКал,116 кКал
"Курица бройлерная, только мясо, запечённая",134 кКал,134 кКал,134 кКал,134 кКал
"Курица в собственном соку, консервы",183 кКал,183 кКал,183 кКал,183 кКал
"Курица жареная, по 2-16",272 кКал,272 кКал,272 кКал,272 кКал
"Курица жаренная во фритюре, по 2-20",251 кКал,251 кКал,251 кКал,251 кКал
"Курица отварная, по 2-4",244 кКал,244 кКал,244 кКал,244 кКал
"Курица тушенная с овощами, по 2-14",125 кКал,125 кКал,125 кКал,125 кКал
"Курица-гриль в оригинальной приправке, бройлеры или цыплята, грудка, приправленные, приготовленные на гриле, только мясо",137 кКал,137 кКал,137 кКал,137 кКал
"Курица-гриль, бедро, мясо с кожей",226 кКал,226 кКал,226 кКал,226 кКал
"Курица-гриль, бедро, только мясо",193 кКал,193 кКал,193 кКал,193 кКал
"Курица-гриль, голень с кожей",206 кКал,206 кКал,206 кКал,206 кКал
"Курица-гриль, голень, только мясо",172 кКал,172 кКал,172 кКал,172 кКал
"Курица-гриль, грудка с кожей",175 кКал,175 кКал,175 кКал,175 кКал
"Курица-гриль, грудка, только мясо",144 кКал,144 кКал,144 кКал,144 кКал
"Курица-гриль, кожа",378 кКал,378 кКал,378 кКал,378 кКал
"Курица-гриль, крылышки с кожей",257 кКал,257 кКал,257 кКал,257 кКал
"Курица-гриль, крылышки, только мясо",186 кКал,186 кКал,186 кКал,186 кКал
"Курица-гриль, спинка с кожей",251 кКал,251 кКал,251 кКал,251 кКал
"Курица-гриль, спинка, только мясо",212 кКал,212 кКал,212 кКал,212 кКал
"Курица, белое мясо, запечённое",153 кКал,153 кКал,153 кКал,153 кКал
"Курица, белое мясо, тушеное",213 кКал,213 кКал,213 кКал,213 кКал
"Курица, запечённая",223 кКал,223 кКал,223 кКал,223 кКал
"Курица, кожа с окорочка, запечённая",462 кКал,462 кКал,462 кКал,462 кКал
"Курица, кожа с окорочка, сырая",440 кКал,440 кКал,440 кКал,440 кКал
"Курица, кожа с окорочка, тушеная",443 кКал,443 кКал,443 кКал,443 кКал
"Курица, консервированная, без бульона",185 кКал,185 кКал,185 кКал,185 кКал
"Курица, консервированная, только мясо, в бульоне",133 кКал,133 кКал,133 кКал,133 кКал
"Курица, консервированная, только мясо, в воде",129 кКал,129 кКал,129 кКал,129 кКал
"Курица, консервированная, только мясо, сухой продукт",162 кКал,162 кКал,162 кКал,162 кКал
"Курица, крылышки, замороженные, глазированные, с ароматизатором барбекью",211 кКал,211 кКал,211 кКал,211 кКал
"Курица, крылышки, замороженные, глазированные, с ароматизатором барбекью, разогретые в конвекционной печи",242 кКал,242 кКал,242 кКал,242 кКал
"Курица, крылышки, замороженные, глазированные, с ароматизатором барбекью, разогретые в микроволновой печи",248 кКал,248 кКал,248 кКал,248 кКал
"Курица, подготовленная к жарке, мясо, кожа, потроха и шейки, сырые",213 кКал,213 кКал,213 кКал,213 кКал
"Курица, подготовленная к жарке, потроха, сырые",127 кКал,127 кКал,127 кКал,127 кКал
"Курица, подготовленная к жарке, только мясо, сырое",111 кКал,111 кКал,111 кКал,111 кКал
"Курица, подготовленная к тушению, мясо и кожа, сырые",258 кКал,258 кКал,258 кКал,258 кКал
"Курица, подготовленная к тушению, мясо, кожа, потроха и шейки, сырые",251 кКал,251 кКал,251 кКал,251 кКал
"Курица, подготовленная к тушению, потроха, сырые",168 кКал,168 кКал,168 кКал,168 кКал
"Курица, подготовленная к тушению, только мясо, сырое",148 кКал,148 кКал,148 кКал,148 кКал
"Курица, потроха и шейки, запечённые",220 кКал,220 кКал,220 кКал,220 кКал
"Курица, потроха и шейки, тушеные",214 кКал,214 кКал,214 кКал,214 кКал
"Курица, потроха, вареные на медленном огне",165 кКал,165 кКал,165 кКал,165 кКал
"Курица, потроха, вареные на медленном огне",194 кКал,194 кКал,194 кКал,194 кКал
"Курица, приготовленная к жарке, белое мясо, только мясо, сырое",109 кКал,109 кКал,109 кКал,109 кКал
"Курица, приготовленная к жарке, темное мясо, только мясо, сырое",113 кКал,113 кКал,113 кКал,113 кКал
"Курица, приготовленная к тушению, белое мясо, только мясо, сырое",137 кКал,137 кКал,137 кКал,137 кКал
"Курица, приготовленная к тушению, темное мясо, только мясо, сырое",157 кКал,157 кКал,157 кКал,157 кКал
"Курица, темное мясо, запечённое",178 кКал,178 кКал,178 кКал,178 кКал
"Курица, темное мясо, тушеное",258 кКал,258 кКал,258 кКал,258 кКал
"Курица, только мясо, запечённое",167 кКал,167 кКал,167 кКал,167 кКал
"Курица, только мясо, консервированное в бульоне",165 кКал,165 кКал,165 кКал,165 кКал
"Курица, только мясо, тушеное",237 кКал,237 кКал,237 кКал,237 кКал
"Курица, тушеная",285 кКал,285 кКал,285 кКал,285 кКал
"Курица, цыплята-бройлеры",215 кКал,215 кКал,215 кКал,215 кКал
"Курица, цыплята-бройлеры  2 кат.",180 кКал,180 кКал,180 кКал,180 кКал
"Курица, цыплята-бройлеры 1 кат.",220 кКал,220 кКал,220 кКал,220 кКал
"Курица, цыплята-бройлеры, бедро",221 кКал,221 кКал,221 кКал,221 кКал
"Курица, цыплята-бройлеры, бедро, запечённое",232 кКал,232 кКал,232 кКал,232 кКал
"Курица, цыплята-бройлеры, бедро, мясо с кожей тушеное",229 кКал,229 кКал,229 кКал,229 кКал
"Курица, цыплята-бройлеры, бедро, обжаренные в кляре",277 кКал,277 кКал,277 кКал,277 кКал
"Курица, цыплята-бройлеры, бедро, обжаренные в панировке",262 кКал,262 кКал,262 кКал,262 кКал
"Курица, цыплята-бройлеры, бедро, приготовленное на гриле, оригинальной приправке",233 кКал,233 кКал,233 кКал,233 кКал
"Курица, цыплята-бройлеры, бедро, тёмное мясо, тушеное",176 кКал,176 кКал,176 кКал,176 кКал
"Курица, цыплята-бройлеры, бедро, только мясо",121 кКал,121 кКал,121 кКал,121 кКал
"Курица, цыплята-бройлеры, бедро, только мясо, запечённое",179 кКал,179 кКал,179 кКал,179 кКал
"Курица, цыплята-бройлеры, бедро, только мясо, обжаренное",218 кКал,218 кКал,218 кКал,218 кКал
"Курица, цыплята-бройлеры, бедро, только мясо, приготовленное на гриле",196 кКал,196 кКал,196 кКал,196 кКал
"Курица, цыплята-бройлеры, бедро, только мясо, тушеное",195 кКал,195 кКал,195 кКал,195 кКал
"Курица, цыплята-бройлеры, бедро, тушеное",232 кКал,232 кКал,232 кКал,232 кКал
"Курица, цыплята-бройлеры, белое мясо",114 кКал,114 кКал,114 кКал,114 кКал
"Курица, цыплята-бройлеры, белое мясо с кожей",186 кКал,186 кКал,186 кКал,186 кКал
"Курица, цыплята-бройлеры, белое мясо с кожей, запечённая",222 кКал,222 кКал,222 кКал,222 кКал
"Курица, цыплята-бройлеры, белое мясо с кожей, обжаренные в панировке",246 кКал,246 кКал,246 кКал,246 кКал
"Курица, цыплята-бройлеры, белое мясо с кожей, приготовленные, обжаренные в кляре",277 кКал,277 кКал,277 кКал,277 кКал
"Курица, цыплята-бройлеры, белое мясо с кожей, тушеные",201 кКал,201 кКал,201 кКал,201 кКал
"Курица, цыплята-бройлеры, белое мясо, запечённое",173 кКал,173 кКал,173 кКал,173 кКал
"Курица, цыплята-бройлеры, белое мясо, обжаренное",192 кКал,192 кКал,192 кКал,192 кКал
"Курица, цыплята-бройлеры, белое мясо, тушеное",159 кКал,159 кКал,159 кКал,159 кКал
"Курица, цыплята-бройлеры, голень",161 кКал,161 кКал,161 кКал,161 кКал
"Курица, цыплята-бройлеры, голень, запечённая",191 кКал,191 кКал,191 кКал,191 кКал
"Курица, цыплята-бройлеры, голень, обжаренная в кляре",268 кКал,268 кКал,268 кКал,268 кКал
"Курица, цыплята-бройлеры, голень, обжаренная в панировке",245 кКал,245 кКал,245 кКал,245 кКал
"Курица, цыплята-бройлеры, голень, приготовленная на гриле",215 кКал,215 кКал,215 кКал,215 кКал
"Курица, цыплята-бройлеры, голень, тёмное мясо с кожей, тушеное после предварительной обжаркиое",187 кКал,187 кКал,187 кКал,187 кКал
"Курица, цыплята-бройлеры, голень, темное мясо, тушеное после предварительной обжаркиое",149 кКал,149 кКал,149 кКал,149 кКал
"Курица, цыплята-бройлеры, голень, только мясо",116 кКал,116 кКал,116 кКал,116 кКал
"Курица, цыплята-бройлеры, голень, только мясо, запечённая",155 кКал,155 кКал,155 кКал,155 кКал
"Курица, цыплята-бройлеры, голень, только мясо, обжаренное",195 кКал,195 кКал,195 кКал,195 кКал
"Курица, цыплята-бройлеры, голень, только мясо, приготовленное на гриле",176 кКал,176 кКал,176 кКал,176 кКал
"Курица, цыплята-бройлеры, голень, только мясо, тушеное",169 кКал,169 кКал,169 кКал,169 кКал
"Курица, цыплята-бройлеры, голень, тушеная",204 кКал,204 кКал,204 кКал,204 кКал
"Курица, цыплята-бройлеры, грудка с кожей",172 кКал,172 кКал,172 кКал,172 кКал
"Курица, цыплята-бройлеры, грудка с кожей, запечённая",197 кКал,197 кКал,197 кКал,197 кКал
"Курица, цыплята-бройлеры, грудка с кожей, обжаренные в кляре",260 кКал,260 кКал,260 кКал,260 кКал
"Курица, цыплята-бройлеры, грудка с кожей, обжаренные в панировке",222 кКал,222 кКал,222 кКал,222 кКал
"Курица, цыплята-бройлеры, грудка с кожей, приготовленная на гриле",184 кКал,184 кКал,184 кКал,184 кКал
"Курица, цыплята-бройлеры, грудка с кожей, тушеные",184 кКал,184 кКал,184 кКал,184 кКал
"Курица, цыплята-бройлеры, грудка, только мясо",120 кКал,120 кКал,120 кКал,120 кКал
"Курица, цыплята-бройлеры, грудка, только мясо, жарено-тушеная",157 кКал,157 кКал,157 кКал,157 кКал
"Курица, цыплята-бройлеры, грудка, только мясо, запечённая",165 кКал,165 кКал,165 кКал,165 кКал
"Курица, цыплята-бройлеры, грудка, только мясо, обжаренное",187 кКал,187 кКал,187 кКал,187 кКал
"Курица, цыплята-бройлеры, грудка, только мясо, приготовленная на гриле",151 кКал,151 кКал,151 кКал,151 кКал
"Курица, цыплята-бройлеры, грудка, только мясо, тушеное",151 кКал,151 кКал,151 кКал,151 кКал
"Курица, цыплята-бройлеры, запечённые",239 кКал,239 кКал,239 кКал,239 кКал
"Курица, цыплята-бройлеры, крылышки",191 кКал,191 кКал,191 кКал,191 кКал
"Курица, цыплята-бройлеры, крылышки, запечённые",254 кКал,254 кКал,254 кКал,254 кКал
"Курица, цыплята-бройлеры, крылышки, обжаренные в кляре",324 кКал,324 кКал,324 кКал,324 кКал
"Курица, цыплята-бройлеры, крылышки, обжаренные в панировке",321 кКал,321 кКал,321 кКал,321 кКал
"Курица, цыплята-бройлеры, крылышки, приготовленные на гриле",266 кКал,266 кКал,266 кКал,266 кКал
"Курица, цыплята-бройлеры, крылышки, только мясо",126 кКал,126 кКал,126 кКал,126 кКал
"Курица, цыплята-бройлеры, крылышки, только мясо, запечённые",203 кКал,203 кКал,203 кКал,203 кКал
"Курица, цыплята-бройлеры, крылышки, только мясо, обжаренное",211 кКал,211 кКал,211 кКал,211 кКал
"Курица, цыплята-бройлеры, крылышки, только мясо, приготовленные на гриле",197 кКал,197 кКал,197 кКал,197 кКал
"Курица, цыплята-бройлеры, крылышки, только мясо, тушеное",181 кКал,181 кКал,181 кКал,181 кКал
"Курица, цыплята-бройлеры, крылышки, тушеные",249 кКал,249 кКал,249 кКал,249 кКал
"Курица, цыплята-бройлеры, обжаренные в кляре",289 кКал,289 кКал,289 кКал,289 кКал
"Курица, цыплята-бройлеры, обжаренные в панировке",269 кКал,269 кКал,269 кКал,269 кКал
"Курица, цыплята-бройлеры, окорочка",214 кКал,214 кКал,214 кКал,214 кКал
"Курица, цыплята-бройлеры, окорочка, запечённые",184 кКал,184 кКал,184 кКал,184 кКал
"Курица, цыплята-бройлеры, окорочка, обжаренные в кляре",273 кКал,273 кКал,273 кКал,273 кКал
"Курица, цыплята-бройлеры, окорочка, обжаренные в панировке",254 кКал,254 кКал,254 кКал,254 кКал
"Курица, цыплята-бройлеры, окорочка, только мясо",120 кКал,120 кКал,120 кКал,120 кКал
"Курица, цыплята-бройлеры, окорочка, только мясо, запечённые",174 кКал,174 кКал,174 кКал,174 кКал
"Курица, цыплята-бройлеры, окорочка, только мясо, обжаренное",208 кКал,208 кКал,208 кКал,208 кКал
"Курица, цыплята-бройлеры, окорочка, только мясо, тушеное",185 кКал,185 кКал,185 кКал,185 кКал
"Курица, цыплята-бройлеры, окорочка, тушеные",220 кКал,220 кКал,220 кКал,220 кКал
"Курица, цыплята-бройлеры, отделенный жир",629 кКал,629 кКал,629 кКал,629 кКал
"Курица, цыплята-бройлеры, потроха",124 кКал,124 кКал,124 кКал,124 кКал
"Курица, цыплята-бройлеры, потроха и шейки",213 кКал,213 кКал,213 кКал,213 кКал
"Курица, цыплята-бройлеры, потроха и шейки, запечённые",234 кКал,234 кКал,234 кКал,234 кКал
"Курица, цыплята-бройлеры, потроха и шейки, обжаренные в кляре",291 кКал,291 кКал,291 кКал,291 кКал
"Курица, цыплята-бройлеры, потроха и шейки, тушеные",216 кКал,216 кКал,216 кКал,216 кКал
"Курица, цыплята-бройлеры, потроха и шейки,, обжаренные в панировке",272 кКал,272 кКал,272 кКал,272 кКал
"Курица, цыплята-бройлеры, потроха, вареные на медленном огне",157 кКал,157 кКал,157 кКал,157 кКал
"Курица, цыплята-бройлеры, потроха, обжаренные",277 кКал,277 кКал,277 кКал,277 кКал
"Курица, цыплята-бройлеры, спинки",319 кКал,319 кКал,319 кКал,319 кКал
"Курица, цыплята-бройлеры, спинки, запечённые",300 кКал,300 кКал,300 кКал,300 кКал
"Курица, цыплята-бройлеры, спинки, обжаренные в кляре",331 кКал,331 кКал,331 кКал,331 кКал
"Курица, цыплята-бройлеры, спинки, обжаренные в панировке",331 кКал,331 кКал,331 кКал,331 кКал
"Курица, цыплята-бройлеры, спинки, приготовленные на гриле",260 кКал,260 кКал,260 кКал,260 кКал
"Курица, цыплята-бройлеры, спинки, только мясо, запечённые",239 кКал,239 кКал,239 кКал,239 кКал
"Курица, цыплята-бройлеры, спинки, только мясо, обжаренное",288 кКал,288 кКал,288 кКал,288 кКал
"Курица, цыплята-бройлеры, спинки, только мясо, приготовленные на гриле",205 кКал,205 кКал,205 кКал,205 кКал
"Курица, цыплята-бройлеры, спинки, только мясо, сырое",137 кКал,137 кКал,137 кКал,137 кКал
"Курица, цыплята-бройлеры, спинки, только мясо, тушеное",209 кКал,209 кКал,209 кКал,209 кКал
"Курица, цыплята-бройлеры, спинки, тушеные",258 кКал,258 кКал,258 кКал,258 кКал
"Курица, цыплята-бройлеры, темное мясо",125 кКал,125 кКал,125 кКал,125 кКал
"Курица, цыплята-бройлеры, темное мясо с кожей",237 кКал,237 кКал,237 кКал,237 кКал
"Курица, цыплята-бройлеры, темное мясо с кожей, запечённое",253 кКал,253 кКал,253 кКал,253 кКал
"Курица, цыплята-бройлеры, темное мясо с кожей, обжаренные в кляре",298 кКал,298 кКал,298 кКал,298 кКал
"Курица, цыплята-бройлеры, темное мясо с кожей, обжаренные в панировке",285 кКал,285 кКал,285 кКал,285 кКал
"Курица, цыплята-бройлеры, темное мясо с кожей, тушеные",233 кКал,233 кКал,233 кКал,233 кКал
"Курица, цыплята-бройлеры, темное мясо, запечённое",205 кКал,205 кКал,205 кКал,205 кКал
"Курица, цыплята-бройлеры, темное мясо, обжаренное",239 кКал,239 кКал,239 кКал,239 кКал
"Курица, цыплята-бройлеры, темное мясо, тушеное",192 кКал,192 кКал,192 кКал,192 кКал
"Курица, цыплята-бройлеры, только кожа",349 кКал,349 кКал,349 кКал,349 кКал
"Курица, цыплята-бройлеры, только кожа, запечённая",454 кКал,454 кКал,454 кКал,454 кКал
"Курица, цыплята-бройлеры, только кожа, обжаренная в кляре",394 кКал,394 кКал,394 кКал,394 кКал
"Курица, цыплята-бройлеры, только кожа, обжаренная в панировке",502 кКал,502 кКал,502 кКал,502 кКал
"Курица, цыплята-бройлеры, только кожа, приготовленная на гриле",406 кКал,406 кКал,406 кКал,406 кКал
"Курица, цыплята-бройлеры, только кожа, тушеная",363 кКал,363 кКал,363 кКал,363 кКал
"Курица, цыплята-бройлеры, только мясо",119 кКал,119 кКал,119 кКал,119 кКал
"Курица, цыплята-бройлеры, только мясо, запечённое",190 кКал,190 кКал,190 кКал,190 кКал
"Курица, цыплята-бройлеры, только мясо, обжаренное",219 кКал,219 кКал,219 кКал,219 кКал
"Курица, цыплята-бройлеры, только мясо, тушеное",177 кКал,177 кКал,177 кКал,177 кКал
"Курица, цыплята-бройлеры, тушеные",219 кКал,219 кКал,219 кКал,219 кКал
"Курица, цыплята-бройлеры, шейки",297 кКал,297 кКал,297 кКал,297 кКал
