Продукт,Калорийность,Белки,Жиры,Углеводы
Дрепана,88 кКал,88 кКал,88 кКал,88 кКал
Ерш морской дальневосточный,150 кКал,150 кКал,150 кКал,150 кКал
Желтоперка,108 кКал,108 кКал,108 кКал,108 кКал
Жерех,99 кКал,99 кКал,99 кКал,99 кКал
"Жир тюленя, (Ларга, или пестрая нерпа), (Аляска)",894 кКал,894 кКал,894 кКал,894 кКал
Зеленоглазка,117 кКал,117 кКал,117 кКал,117 кКал
"Зразы из судака, по 1-382",164 кКал,164 кКал,164 кКал,164 кКал
"Зразы из хека, по 1-374",140 кКал,140 кКал,140 кКал,140 кКал
Зубан,132 кКал,132 кКал,132 кКал,132 кКал
Зубатка атлантическая,96 кКал,96 кКал,96 кКал,96 кКал
"Зубатка атлантическая, приготовленная на жару",123 кКал,123 кКал,123 кКал,123 кКал
"Зубатка жареная, по 1-364",209 кКал,209 кКал,209 кКал,209 кКал
"Зубатка запеченная в сметанном соусе, по 1-376",137 кКал,137 кКал,137 кКал,137 кКал
"Зубатка отварная, по 1-342",122 кКал,122 кКал,122 кКал,122 кКал
Зубатка пестрая,126 кКал,126 кКал,126 кКал,126 кКал
Зубатка полосатая,109 кКал,109 кКал,109 кКал,109 кКал
"Икра белужья зернистая, соленая",235 кКал,235 кКал,235 кКал,235 кКал
"Икра вобельная пробойная, соленая",142 кКал,142 кКал,142 кКал,142 кКал
"Икра вобельная ястычная (тарама), соленая",151 кКал,151 кКал,151 кКал,151 кКал
"Икра горбуши зернистая, соленая",230 кКал,230 кКал,230 кКал,230 кКал
"Икра кеты зернистая, соленая",249 кКал,249 кКал,249 кКал,249 кКал
"Икра лещевая пробойная, соленая",142 кКал,142 кКал,142 кКал,142 кКал
"Икра лобанья вяленая, соленая",505 кКал,505 кКал,505 кКал,505 кКал
"Икра минтая пробойная, соленая",132 кКал,132 кКал,132 кКал,132 кКал
"Икра осетровая зернистая, соленая",200 кКал,200 кКал,200 кКал,200 кКал
"Икра осетровая паюсная, соленая",289 кКал,289 кКал,289 кКал,289 кКал
"Икра сазанья пробойная, соленая",123 кКал,123 кКал,123 кКал,123 кКал
"Икра севрюги зернистая, соленая",221 кКал,221 кКал,221 кКал,221 кКал
"Икра сельди тихоокеанской, свежая",74 кКал,74 кКал,74 кКал,74 кКал
"Икра сельди тихоокеанской, сухая",312 кКал,312 кКал,312 кКал,312 кКал
"Икра сиговых рыб, свежая",104 кКал,104 кКал,104 кКал,104 кКал
"Икра, черная и красная, зернистая, соленая",264 кКал,264 кКал,264 кКал,264 кКал
Кабан-рыба,220 кКал,220 кКал,220 кКал,220 кКал
Кальмар,100 кКал,100 кКал,100 кКал,100 кКал
"Кальмар, все виды, жареный",175 кКал,175 кКал,175 кКал,175 кКал
"Кальмар, все виды, сырой",92 кКал,92 кКал,92 кКал,92 кКал
"Камбала (морская и речная), приготовленная на жару",86 кКал,86 кКал,86 кКал,86 кКал
"Камбала (морская и речная), сырая",70 кКал,70 кКал,70 кКал,70 кКал
"Камбала в томатном соусе, консервы",125 кКал,125 кКал,125 кКал,125 кКал
Камбала дальневосточная,90 кКал,90 кКал,90 кКал,90 кКал
Камбала обжаренная в масле. Консервы,254 кКал,254 кКал,254 кКал,254 кКал
Камбала полярная,86 кКал,86 кКал,86 кКал,86 кКал
Камбала речная горячего копчения,192 кКал,192 кКал,192 кКал,192 кКал
Камбала черноморская,"84,5 кКал","84,5 кКал","84,5 кКал","84,5 кКал"
Камбала-ерш,86 кКал,86 кКал,86 кКал,86 кКал
"Каракатица, все виды, приготовленная на пару",158 кКал,158 кКал,158 кКал,158 кКал
"Каракатица, все виды, сырая",79 кКал,79 кКал,79 кКал,79 кКал
Карась,87 кКал,87 кКал,87 кКал,87 кКал
Карась морской,91 кКал,91 кКал,91 кКал,91 кКал
"Карась морской, приготовленный на жару",126 кКал,126 кКал,126 кКал,126 кКал
"Карась морской, сырой",108 кКал,108 кКал,108 кКал,108 кКал
Карп,112 кКал,112 кКал,112 кКал,112 кКал
"Карп жареный, по 1-364",181 кКал,181 кКал,181 кКал,181 кКал
"Карп, сырой",127 кКал,127 кКал,127 кКал,127 кКал
"Карп, сырой, приготовленный на жару",162 кКал,162 кКал,162 кКал,162 кКал
"Кафельник, приготовленный на жару",147 кКал,147 кКал,147 кКал,147 кКал
"Кафельник, сырой",96 кКал,96 кКал,96 кКал,96 кКал
Кета,127 кКал,127 кКал,127 кКал,127 кКал
"Кета в томатном соусе, консервы",168 кКал,168 кКал,168 кКал,168 кКал
"Кета натуральная, консервы",129 кКал,129 кКал,129 кКал,129 кКал
Кета соленая,184 кКал,184 кКал,184 кКал,184 кКал
"Кета, консервированная без соли, сухой продукт без маринада с костями",141 кКал,141 кКал,141 кКал,141 кКал
"Кета, приготовленная на жару",154 кКал,154 кКал,154 кКал,154 кКал
"Кета, сухой продукт без маринада с костями",141 кКал,141 кКал,141 кКал,141 кКал
"Кета, сушеная, (Аляска)",378 кКал,378 кКал,378 кКал,378 кКал
"Кета, сырая",120 кКал,120 кКал,120 кКал,120 кКал
"Кета, сырая, (Аляска)",116 кКал,116 кКал,116 кКал,116 кКал
Кефаль холодного копчения,199 кКал,199 кКал,199 кКал,199 кКал
Кижуч,140 кКал,140 кКал,140 кКал,140 кКал
"Кижуч (серебряный лосось), сырой, (Аляска)",140 кКал,140 кКал,140 кКал,140 кКал
Кижуч консервированный,140 кКал,140 кКал,140 кКал,140 кКал
"Кижуч, дикий, приготовленный на жару",139 кКал,139 кКал,139 кКал,139 кКал
"Кижуч, дикий, приготовленный на пару",184 кКал,184 кКал,184 кКал,184 кКал
"Кижуч, дикий, сырой",146 кКал,146 кКал,146 кКал,146 кКал
"Кижуч, разведенный на ферме, приготовленный на жару",178 кКал,178 кКал,178 кКал,178 кКал
"Кижуч, разведенный на ферме, сырой",160 кКал,160 кКал,160 кКал,160 кКал
Килька балтийская,137 кКал,137 кКал,137 кКал,137 кКал
Килька балтийская горячего копчения,162 кКал,162 кКал,162 кКал,162 кКал
Килька балтийская соленая,137 кКал,137 кКал,137 кКал,137 кКал
Килька каспийская,192 кКал,192 кКал,192 кКал,192 кКал
"Килька соленая с картофелем и маслом, по 1-100",192 кКал,192 кКал,192 кКал,192 кКал
"Килька соленая с луком и маслом, по 1-98",169 кКал,169 кКал,169 кКал,169 кКал
Китовое мясо,119 кКал,119 кКал,119 кКал,119 кКал
"Китовые, белуга, мясо сушеное (Аляска)",327 кКал,327 кКал,327 кКал,327 кКал
"Китовые, белуга, мясо сырое (Аляска)",111 кКал,111 кКал,111 кКал,111 кКал
"Китовые, белуга, плавник сырой (Аляска)",271 кКал,271 кКал,271 кКал,271 кКал
Клыкач,203 кКал,203 кКал,203 кКал,203 кКал
"Корифена, приготовленная на жару",109 кКал,109 кКал,109 кКал,109 кКал
"Корифена, сырая",85 кКал,85 кКал,85 кКал,85 кКал
"Корюшка зубастая, азиатская",102 кКал,102 кКал,102 кКал,102 кКал
"Корюшка, сушеная, (Аляска)",386 кКал,386 кКал,386 кКал,386 кКал
"Котлеты из трески, по 1-380",164 кКал,164 кКал,164 кКал,164 кКал
"Краб дандженесский, приготовленный на пару",110 кКал,110 кКал,110 кКал,110 кКал
"Краб дандженесский, сырой",86 кКал,86 кКал,86 кКал,86 кКал
Краб камчатский (мясо),82 кКал,82 кКал,82 кКал,82 кКал
"Краб камчатский, приготовленный на пару",97 кКал,97 кКал,97 кКал,97 кКал
"Краб камчатский, сырой",84 кКал,84 кКал,84 кКал,84 кКал
"Краб синий, консервированный",83 кКал,83 кКал,83 кКал,83 кКал
"Краб синий, крабовые пироженные",155 кКал,155 кКал,155 кКал,155 кКал
"Краб синий, приготовленный на пару",83 кКал,83 кКал,83 кКал,83 кКал
"Краб синий, сырой",87 кКал,87 кКал,87 кКал,87 кКал
"Краб-стригун, приготовленный на пару",115 кКал,115 кКал,115 кКал,115 кКал
"Краб-стригун, сырой",90 кКал,90 кКал,90 кКал,90 кКал
"Крабовое мясо из сурими (искуственное), крабовые палочки",95 кКал,95 кКал,95 кКал,95 кКал
Крабы консервированные,85 кКал,85 кКал,85 кКал,85 кКал
Красноглазка,126 кКал,126 кКал,126 кКал,126 кКал
Красноперка дальневосточная,100 кКал,100 кКал,100 кКал,100 кКал
Креветка антарктическая (мясо) варено-мороженая,98 кКал,98 кКал,98 кКал,98 кКал
Креветка антарктическая натуральная. Консервы,82 кКал,82 кКал,82 кКал,82 кКал
Креветка дальневосточная (мясо),87 кКал,87 кКал,87 кКал,87 кКал
"Креветка дальневосточныя натуральная, консервы",134 кКал,134 кКал,134 кКал,134 кКал
Креветка приготовленная,99 кКал,99 кКал,99 кКал,99 кКал
Креветка сырая,85 кКал,85 кКал,85 кКал,85 кКал
"Креветка, все виды, консервированная",100 кКал,100 кКал,100 кКал,100 кКал
"Креветка, все виды, обжаренная в панировке",242 кКал,242 кКал,242 кКал,242 кКал
"Креветка, все виды, приготовленная на пару",119 кКал,119 кКал,119 кКал,119 кКал
"Креветка, все виды, сырая",71 кКал,71 кКал,71 кКал,71 кКал
Креветочное мясо из сурими (искусственное),101 кКал,101 кКал,101 кКал,101 кКал
Кубера,96 кКал,96 кКал,96 кКал,96 кКал
"Кумжа, все виды, приготовленная на жару",133 кКал,133 кКал,133 кКал,133 кКал
"Кумжа, все виды, сырая",104 кКал,104 кКал,104 кКал,104 кКал
Курок,71 кКал,71 кКал,71 кКал,71 кКал
Лангуст (мясо шеек),77 кКал,77 кКал,77 кКал,77 кКал
"Лангуст, все виды, приготовленный на пару",143 кКал,143 кКал,143 кКал,143 кКал
"Лангуст, все виды, сырой",112 кКал,112 кКал,112 кКал,112 кКал
Ледяная рыба,91 кКал,91 кКал,91 кКал,91 кКал
Лемонема,67 кКал,67 кКал,67 кКал,67 кКал
Летрин,84 кКал,84 кКал,84 кКал,84 кКал
Лещ,105 кКал,105 кКал,105 кКал,105 кКал
Лещ в томатном соусе. Консервы,124 кКал,124 кКал,124 кКал,124 кКал
Лещ вяленый,221 кКал,221 кКал,221 кКал,221 кКал
Лещ горячего копчения,172 кКал,172 кКал,172 кКал,172 кКал
Лещ каспийский соленый,144 кКал,144 кКал,144 кКал,144 кКал
Лещ морской,105 кКал,105 кКал,105 кКал,105 кКал
Лещ морской,143 кКал,143 кКал,143 кКал,143 кКал
"Лещ морской, приготовленный на жару",135 кКал,135 кКал,135 кКал,135 кКал
Лещ холодного копчения,160 кКал,160 кКал,160 кКал,160 кКал
Лихия,105 кКал,105 кКал,105 кКал,105 кКал
Лосось атлантический (семга),153 кКал,153 кКал,153 кКал,153 кКал
"Лосось атлантический (семга), дикий",142 кКал,142 кКал,142 кКал,142 кКал
"Лосось атлантический (семга), дикий, приготовленный на жару",182 кКал,182 кКал,182 кКал,182 кКал
"Лосось атлантический, разведенный на ферме, приготовленный на жару",206 кКал,206 кКал,206 кКал,206 кКал
"Лосось атлантический, разведенный на ферме, сырой",208 кКал,208 кКал,208 кКал,208 кКал
Лосось каспийский соленый,269 кКал,269 кКал,269 кКал,269 кКал
Лунник,151 кКал,151 кКал,151 кКал,151 кКал
Луфарь океанический,109 кКал,109 кКал,109 кКал,109 кКал
"Луфарь, приготовленный на жару",159 кКал,159 кКал,159 кКал,159 кКал
"Луфарь, сырой",124 кКал,124 кКал,124 кКал,124 кКал
Луциан,86 кКал,86 кКал,86 кКал,86 кКал
Луциан желтохвостый,107 кКал,107 кКал,107 кКал,107 кКал
"Лягушачьи лапки, сырые",73 кКал,73 кКал,73 кКал,73 кКал
Мавроликус,173 кКал,173 кКал,173 кКал,173 кКал
Макрель,113 кКал,113 кКал,113 кКал,113 кКал
"Макрель испанская, приготовленная на жару",158 кКал,158 кКал,158 кКал,158 кКал
"Макрель испанская, сырая",139 кКал,139 кКал,139 кКал,139 кКал
"Макрель королевская, приготовленная на жару",134 кКал,134 кКал,134 кКал,134 кКал
"Макрель королевская, сырая",105 кКал,105 кКал,105 кКал,105 кКал
Макрурус малоглазый,32 кКал,32 кКал,32 кКал,32 кКал
Макрурус тупорылый,68 кКал,68 кКал,68 кКал,68 кКал
Маринка,112 кКал,112 кКал,112 кКал,112 кКал
"Масло, белужье, китовое (Аляска)",900 кКал,900 кКал,900 кКал,900 кКал
"Масло, китовое, гренландский или полярный кит (Аляска)",900 кКал,900 кКал,900 кКал,900 кКал
"Масло, моржовое (Аляска)",900 кКал,900 кКал,900 кКал,900 кКал
Масляная рыба,113 кКал,113 кКал,113 кКал,113 кКал
"Масляная рыба, приготовленная на жару",187 кКал,187 кКал,187 кКал,187 кКал
"Масляная рыба, сырая",146 кКал,146 кКал,146 кКал,146 кКал
"Медуза, сушеная с солью",36 кКал,36 кКал,36 кКал,36 кКал
"Менек, приготовленный на жару",112 кКал,112 кКал,112 кКал,112 кКал
"Менек, сырой",87 кКал,87 кКал,87 кКал,87 кКал
Мероу,104 кКал,104 кКал,104 кКал,104 кКал
Мидии,77 кКал,77 кКал,77 кКал,77 кКал
Мидия cockles (Аляска),79 кКал,79 кКал,79 кКал,79 кКал
"Мидия голубая, приготовленная на пару",172 кКал,172 кКал,172 кКал,172 кКал
"Мидия голубая, сырая",86 кКал,86 кКал,86 кКал,86 кКал
Минога каспийская,326 кКал,326 кКал,326 кКал,326 кКал
"Минога речная, весенняя",119 кКал,119 кКал,119 кКал,119 кКал
"Минога речная, осенняя",213 кКал,213 кКал,213 кКал,213 кКал
Минтай,72 кКал,72 кКал,72 кКал,72 кКал
"Минтай припущенный, по 1-354",75 кКал,75 кКал,75 кКал,75 кКал
"Минтай, Аляска",76 кКал,76 кКал,76 кКал,76 кКал
"Минтай, Аляска, приготовленный",86 кКал,86 кКал,86 кКал,86 кКал
"Минтай, приготовленный на жару",111 кКал,111 кКал,111 кКал,111 кКал
"Минтай, сырой",56 кКал,56 кКал,56 кКал,56 кКал
Мойва весенняя,116 кКал,116 кКал,116 кКал,116 кКал
Мойва осенняя,217 кКал,217 кКал,217 кКал,217 кКал
"Моллюск брюхоногий, печеный или жареный на открытом огне",130 кКал,130 кКал,130 кКал,130 кКал
Моллюск двустворчатый,86 кКал,86 кКал,86 кКал,86 кКал
"Моллюск двустворчатый, консервированный, с маринадом",2 кКал,2 кКал,2 кКал,2 кКал
"Моллюск двустворчатый, консервированный, сухой продукт без маринада",142 кКал,142 кКал,142 кКал,142 кКал
"Моллюск двустворчатый, обжаренный в панировке",202 кКал,202 кКал,202 кКал,202 кКал
"Моллюск двустворчатый, приготовленный на пару",148 кКал,148 кКал,148 кКал,148 кКал
Моллюск рапана,77 кКал,77 кКал,77 кКал,77 кКал
"Молоки рыб, все виды",143 кКал,143 кКал,143 кКал,143 кКал
"Молоки рыб, все виды, приготовленные на жару",204 кКал,204 кКал,204 кКал,204 кКал
"Морж, мясо и подкожный жир, сырые, (Аляска)",282 кКал,282 кКал,282 кКал,282 кКал
"Морж, мясо, сушеное, (Аляска)",251 кКал,251 кКал,251 кКал,251 кКал
"Морж, мясо, сырое, (Аляска)",199 кКал,199 кКал,199 кКал,199 кКал
Морская капуста (ламинария) свежая,"24,9 кКал","24,9 кКал","24,9 кКал","24,9 кКал"
Морская капуста (ламинария) сушеная,189 кКал,189 кКал,189 кКал,189 кКал
"Морские водоросли агар, сушеные",306 кКал,306 кКал,306 кКал,306 кКал
"Морские водоросли агар, сырые",26 кКал,26 кКал,26 кКал,26 кКал
"Морские водоросли вакаме, сырые",45 кКал,45 кКал,45 кКал,45 кКал
"Морские водоросли ирландский мох, сырой",49 кКал,49 кКал,49 кКал,49 кКал
"Морские водоросли канадские культивируемые emi-tsunomata, сушеные",259 кКал,259 кКал,259 кКал,259 кКал
"Морские водоросли канадские культивируемые emi-tsunomata, сырые",31 кКал,31 кКал,31 кКал,31 кКал
"Морские водоросли порфира, сырые",35 кКал,35 кКал,35 кКал,35 кКал
"Морские водоросли спирулина, сушеные",290 кКал,290 кКал,290 кКал,290 кКал
"Морские водоросли спирулина, сырые",26 кКал,26 кКал,26 кКал,26 кКал
"Морские водоросли, ламинариевые, сырые",43 кКал,43 кКал,43 кКал,43 кКал
"Морской черт, мясо, (Аляска)",97 кКал,97 кКал,97 кКал,97 кКал
"Морской черт, приготовленный на жару",97 кКал,97 кКал,97 кКал,97 кКал
"Морской черт, сырой",76 кКал,76 кКал,76 кКал,76 кКал
Муксун,121 кКал,121 кКал,121 кКал,121 кКал
"Муксун в томатном соусе, консервы",119 кКал,119 кКал,119 кКал,119 кКал
Мясо ластоногих,113 кКал,113 кКал,113 кКал,113 кКал
Навага беломорская,91 кКал,91 кКал,91 кКал,91 кКал
Навага дальневосточная,69 кКал,69 кКал,69 кКал,69 кКал
"Навага жареная, по 1-368",169 кКал,169 кКал,169 кКал,169 кКал
"Наггетсы из лосося, панированные, замороженные, разогретые",212 кКал,212 кКал,212 кКал,212 кКал
Налим,81 кКал,81 кКал,81 кКал,81 кКал
"Налим в томатном соусе, консервы",106 кКал,106 кКал,106 кКал,106 кКал
"Налим-ошибень, приготовленный на жару",111 кКал,111 кКал,111 кКал,111 кКал
"Налим-ошибень, сырой",87 кКал,87 кКал,87 кКал,87 кКал
"Налим, приготовленный на жару",115 кКал,115 кКал,115 кКал,115 кКал
"Налим, сырой",90 кКал,90 кКал,90 кКал,90 кКал
Нельма,160 кКал,160 кКал,160 кКал,160 кКал
"Нельма (белорыбица), сырая, (Аляска)",115 кКал,115 кКал,115 кКал,115 кКал
Нерка,157 кКал,157 кКал,157 кКал,157 кКал
Нерка,131 кКал,131 кКал,131 кКал,131 кКал
Нерка (Аляска),153 кКал,153 кКал,153 кКал,153 кКал
Нерка натуральная. Консервы,171 кКал,171 кКал,171 кКал,171 кКал
"Нерка, горячего копчения (Аляска)",141 кКал,141 кКал,141 кКал,141 кКал
"Нерка, консервированная без костей, (Аляска)",161 кКал,161 кКал,161 кКал,161 кКал
"Нерка, консервированная без соли",153 кКал,153 кКал,153 кКал,153 кКал
"Нерка, консервированная, всё содержимое",153 кКал,153 кКал,153 кКал,153 кКал
"Нерка, консервированная, с костями, содержимое без жидкости",167 кКал,167 кКал,167 кКал,167 кКал
"Нерка, консервированная, содержимое без жидкости, без кожи и костей",158 кКал,158 кКал,158 кКал,158 кКал
"Нерка, консервированная, холодного копчения, (Аляска)",206 кКал,206 кКал,206 кКал,206 кКал
"Нерка, красный лосось, филе с кожей, холодного копчения (Аляска)",345 кКал,345 кКал,345 кКал,345 кКал
"Нерка, приготовленная на жару",156 кКал,156 кКал,156 кКал,156 кКал
Нотоскопелюс кроуэри,220 кКал,220 кКал,220 кКал,220 кКал
Нототения мраморная,148 кКал,148 кКал,148 кКал,148 кКал
Окунь горячего копчения,166 кКал,166 кКал,166 кКал,166 кКал
"Окунь жареный, по 1-336",180 кКал,180 кКал,180 кКал,180 кКал
"Окунь запеченный, по 1-374",103 кКал,103 кКал,103 кКал,103 кКал
Окунь морской (сибас),103 кКал,103 кКал,103 кКал,103 кКал
"Окунь морской (сибас) отварной, по 1-338",112 кКал,112 кКал,112 кКал,112 кКал
"Окунь морской (сибас) тушеный, по 1-364",120 кКал,120 кКал,120 кКал,120 кКал
"Окунь морской атлантический (золотистый, обыкновенный)",79 кКал,79 кКал,79 кКал,79 кКал
"Окунь морской атлантический (золотистый, обыкновенный), приготовленный на жару",96 кКал,96 кКал,96 кКал,96 кКал
Окунь морской холодного копчения,199 кКал,199 кКал,199 кКал,199 кКал
"Окунь морской, все виды",97 кКал,97 кКал,97 кКал,97 кКал
"Окунь морской, приготовленный на жару",124 кКал,124 кКал,124 кКал,124 кКал
"Окунь морской, тихоокеанский клювач",90 кКал,90 кКал,90 кКал,90 кКал
"Окунь морской, тихоокеанский клювач, приготовленный на жару",109 кКал,109 кКал,109 кКал,109 кКал
"Окунь полосатый (полосатый басс, или полосатый лаврак), приготовленный на жару",124 кКал,124 кКал,124 кКал,124 кКал
"Окунь полосатый (полосатый басс, или полосатый лаврак), сырой",97 кКал,97 кКал,97 кКал,97 кКал
"Окунь пресноводный, все виды, приготовленный на жару",146 кКал,146 кКал,146 кКал,146 кКал
"Окунь пресноводный, все виды, сырой",114 кКал,114 кКал,114 кКал,114 кКал
"Окунь припущенный, по 1-348",109 кКал,109 кКал,109 кКал,109 кКал
Окунь речной,91 кКал,91 кКал,91 кКал,91 кКал
Окунь речной,82 кКал,82 кКал,82 кКал,82 кКал
"Окунь речной, приготовленный на жару",117 кКал,117 кКал,117 кКал,117 кКал
"Окунь фаршированный, по 1-360",130 кКал,130 кКал,130 кКал,130 кКал
"Омар северный, приготовленный на пару",89 кКал,89 кКал,89 кКал,89 кКал
"Омар северный, сырой",77 кКал,77 кКал,77 кКал,77 кКал
Омуль,152 кКал,152 кКал,152 кКал,152 кКал
Осетр в томатном соусе. Консервы,164 кКал,164 кКал,164 кКал,164 кКал
"Осетр жареный во фритюре, по 1-372",273 кКал,273 кКал,273 кКал,273 кКал
Осетр каспийский и азово-черноморский,164 кКал,164 кКал,164 кКал,164 кКал
Осетр консервированный,163 кКал,163 кКал,163 кКал,163 кКал
"Осетр отварной, по 1-344",179 кКал,179 кКал,179 кКал,179 кКал
"Осетр припущенный, по 1-350",179 кКал,179 кКал,179 кКал,179 кКал
"Осетр холодного копчения, теша",302 кКал,302 кКал,302 кКал,302 кКал
"Осетр, все виды, копченый",173 кКал,173 кКал,173 кКал,173 кКал
"Осетр, все виды, приготовленный на жару",135 кКал,135 кКал,135 кКал,135 кКал
"Осетр, все виды, сырой",105 кКал,105 кКал,105 кКал,105 кКал
"Осетр, сибирский",202 кКал,202 кКал,202 кКал,202 кКал
"Осьминог обыкновенный, приготовленный на пару",164 кКал,164 кКал,164 кКал,164 кКал
"Осьминог обыкновенный, сырой",82 кКал,82 кКал,82 кКал,82 кКал
Ошибень,72 кКал,72 кКал,72 кКал,72 кКал
Пагрус,106 кКал,106 кКал,106 кКал,106 кКал
Палтус (Аляска),116 кКал,116 кКал,116 кКал,116 кКал
Палтус белокорый,103 кКал,103 кКал,103 кКал,103 кКал
Палтус черный,196 кКал,196 кКал,196 кКал,196 кКал
"Палтус, атлантический и тихоокеанский, приготовленный на жару",111 кКал,111 кКал,111 кКал,111 кКал
"Палтус, атлантический и тихоокеанский, сырой",91 кКал,91 кКал,91 кКал,91 кКал
"Палтус, приготовленный (Аляска)",113 кКал,113 кКал,113 кКал,113 кКал
"Палтус, черный, приготовленный на жару",239 кКал,239 кКал,239 кКал,239 кКал
"Палтус, черный, сырой",186 кКал,186 кКал,186 кКал,186 кКал
