Продукт,Калорийность,Белки,Жиры,Углеводы
"Газированный напиток, крем-сода",51 кКал,51 кКал,51 кКал,51 кКал
"Газированный напиток, лимон-лайм сода, с кофеином",41 кКал,41 кКал,41 кКал,41 кКал
"Газированный напиток, низкокалорийный, исключая кола или пеппер, без кофеина",0 кКал,0 кКал,0 кКал,0 кКал
"Газированный напиток, низкокалорийный, исключая кола или пеппер, с добавками: аспартам, с кофеином",0 кКал,0 кКал,0 кКал,0 кКал
"Газированный напиток, низкокалорийный, исключая кола или пеппер, с натриевым сахарином, без кофеина",0 кКал,0 кКал,0 кКал,0 кКал
"Газированный напиток, низкокалорийный, кола или пеппер, с добавками: аспартам, без кофеина",1 кКал,1 кКал,1 кКал,1 кКал
"Газированный напиток, низкокалорийный, кола или пеппер, с добавками: аспартам, с кофеином",2 кКал,2 кКал,2 кКал,2 кКал
"Газированный напиток, низкокалорийный, кола или пеппер, с натриевым сахарином, с кофеином",0 кКал,0 кКал,0 кКал,0 кКал
"Газированный напиток, пеппер, с кофеином",41 кКал,41 кКал,41 кКал,41 кКал
"Газированный напиток, с уменьшенным содерж. сахара, кола, с кофеином и подсластителями",20 кКал,20 кКал,20 кКал,20 кКал
"Газированный напиток, сода со вкусом шоколада",42 кКал,42 кКал,42 кКал,42 кКал
"Газированный напиток, содовая вода",0 кКал,0 кКал,0 кКал,0 кКал
"Газированный напиток, СПРАЙТ, с лимонно-лаймовым вкусом, без кофеина",40 кКал,40 кКал,40 кКал,40 кКал
"Газированный напиток, тоник",34 кКал,34 кКал,34 кКал,34 кКал
Ессентуки №4,0 кКал,0 кКал,0 кКал,0 кКал
"Заменитель кофе, напиток из злаков, порошок",360 кКал,360 кКал,360 кКал,360 кКал
"Заменитель кофе, напиток из злаков, порошок, приготовленный на воде",6 кКал,6 кКал,6 кКал,6 кКал
"Заменитель кофе, напиток из злаков, порошок, приготовленный на цельном молоке",65 кКал,65 кКал,65 кКал,65 кКал
"Какао смесь, без добавления сахара, порошок",377 кКал,377 кКал,377 кКал,377 кКал
"Какао смесь, НЕСТЛЕ, Hot Cocoa Mix Rich Chocolate с Маршмэллоу",400 кКал,400 кКал,400 кКал,400 кКал
"Какао смесь, НЕСТЛЕ, Rich Chocolate Hot Cocoa Mix",400 кКал,400 кКал,400 кКал,400 кКал
"Какао смесь, порошок",398 кКал,398 кКал,398 кКал,398 кКал
"Какао смесь, порошок, приготовленный на воде",55 кКал,55 кКал,55 кКал,55 кКал
"Какао смесь, с аспартамом, низкокалорийный, порошок, с доб кальция фосфора, без доб натрия или витамина A",359 кКал,359 кКал,359 кКал,359 кКал
"Какао смесь, с аспартамом, порошок, приготовленный на воде",29 кКал,29 кКал,29 кКал,29 кКал
Квас хлебный,27 кКал,27 кКал,27 кКал,27 кКал
Кисель из вишневого сока по 2-132,78 кКал,78 кКал,78 кКал,78 кКал
Кисель из клюквы по 2-126,53 кКал,53 кКал,53 кКал,53 кКал
Кисель из кураги по 2-130,54 кКал,54 кКал,54 кКал,54 кКал
Кисель из сливового варенья по 2-134,63 кКал,63 кКал,63 кКал,63 кКал
Кисель из сушеных яблок по 2-130,66 кКал,66 кКал,66 кКал,66 кКал
Кисель из яблок по 2-128,97 кКал,97 кКал,97 кКал,97 кКал
"Клюквенно-абрикосовый сок-напиток, бутилированный",64 кКал,64 кКал,64 кКал,64 кКал
"Клюквенно-виноградный сок-напиток, бутилированный",56 кКал,56 кКал,56 кКал,56 кКал
"Клюквенно-яблочный сок-напиток, бутилированный",63 кКал,63 кКал,63 кКал,63 кКал
"Клюквенно-яблочный сок-напиток, низкокалорийный, с доб. витамина C",19 кКал,19 кКал,19 кКал,19 кКал
"Клюквенный сок-коктейль, бутилированный",54 кКал,54 кКал,54 кКал,54 кКал
"Клюквенный сок-коктейль, бутилированный, низкокалорийный, с кальцием, сахарином и кукурузным подсластителем",19 кКал,19 кКал,19 кКал,19 кКал
"Клюквенный сок-коктейль, замороженный концентрат",201 кКал,201 кКал,201 кКал,201 кКал
"Клюквенный сок-коктейль, замороженный концентрат, приготовленный на воде",47 кКал,47 кКал,47 кКал,47 кКал
"Коктейль микс, без доб сахара, концентрированный, замороженный",287 кКал,287 кКал,287 кКал,287 кКал
"Коктейль, виски сауэр, микс, бутилированный",87 кКал,87 кКал,87 кКал,87 кКал
"Коктейль, виски сауэр, микс, порошок",383 кКал,383 кКал,383 кКал,383 кКал
"Коктейль, виски сауэр, микс,, бутилированный, с доб. калия и натрия",84 кКал,84 кКал,84 кКал,84 кКал
Компот вишневый по 2-120,57 кКал,57 кКал,57 кКал,57 кКал
Компот грушевый по 2-118,55 кКал,55 кКал,55 кКал,55 кКал
Компот из абрикосов по 2-122,56 кКал,56 кКал,56 кКал,56 кКал
Компот из айвы по 2-118,56 кКал,56 кКал,56 кКал,56 кКал
Компот из крыжовника и черной смородины по 2-124,58 кКал,58 кКал,58 кКал,58 кКал
Компот персиковый по 2-122,88 кКал,88 кКал,88 кКал,88 кКал
Компот черешневый по 2-120,58 кКал,58 кКал,58 кКал,58 кКал
Компот яблочный по 2-118,55 кКал,55 кКал,55 кКал,55 кКал
Кофе жареный в зернах,331 кКал,331 кКал,331 кКал,331 кКал
"Кофе и какао (мокка) порошок, с забеливателем и и низкокалорийным подсластителем, без кофеина",440 кКал,440 кКал,440 кКал,440 кКал
"Кофе молотый, сваренный на водопроводной воде",1 кКал,1 кКал,1 кКал,1 кКал
"Кофе молотый, сваренный на водопроводной воде, без кофеина",0 кКал,0 кКал,0 кКал,0 кКал
Кофе на молоке,58 кКал,58 кКал,58 кКал,58 кКал
Кофе на сгущёном молоке,55 кКал,55 кКал,55 кКал,55 кКал
"Кофе натуральный, молотый","200,6 кКал","200,6 кКал","200,6 кКал","200,6 кКал"
"Кофе растворимый с цикорием, приготовленный на воде",3 кКал,3 кКал,3 кКал,3 кКал
"Кофе растворимый, без кофеина, порошок",351 кКал,351 кКал,351 кКал,351 кКал
"Кофе растворимый, без кофеина, приготовленный на воде",2 кКал,2 кКал,2 кКал,2 кКал
"Кофе растворимый, обычный, порошок, с половинным содерж. кофеина",352 кКал,352 кКал,352 кКал,352 кКал
"Кофе растворимый, порошок",353 кКал,353 кКал,353 кКал,353 кКал
"Кофе растворимый, приготовленный на воде",2 кКал,2 кКал,2 кКал,2 кКал
"Кофе растворимый, с сахаром, с ароматом мокка, порошок",460 кКал,460 кКал,460 кКал,460 кКал
"Кофе растворимый, с цикорием, порошок",355 кКал,355 кКал,355 кКал,355 кКал
"Кофе растворимый, сухой","118,7 кКал","118,7 кКал","118,7 кКал","118,7 кКал"
Кофе чёрный без сахара,7 кКал,7 кКал,7 кКал,7 кКал
"Кофе эспрессо, приготовленный в ресторане",9 кКал,9 кКал,9 кКал,9 кКал
"Кофе эспрессо, приготовленный в ресторане, без кофеина",9 кКал,9 кКал,9 кКал,9 кКал
Краинская,0 кКал,0 кКал,0 кКал,0 кКал
"Лимонад, замороженный концентрат, белый",196 кКал,196 кКал,196 кКал,196 кКал
"Лимонад, замороженный концентрат, белый, приготовленный на воде",40 кКал,40 кКал,40 кКал,40 кКал
"Лимонад, замороженный концентрат, розовый",192 кКал,192 кКал,192 кКал,192 кКал
"Лимонад, замороженный концентрат, розовый, приготовленный на воде",43 кКал,43 кКал,43 кКал,43 кКал
"Лимонад, замороженный концетрат, приготовленный на воде",52 кКал,52 кКал,52 кКал,52 кКал
"Лимонад, порошок",376 кКал,376 кКал,376 кКал,376 кКал
"Лимонад, порошок, приготовленный на воде",14 кКал,14 кКал,14 кКал,14 кКал
Миргородская,0 кКал,0 кКал,0 кКал,0 кКал
"Молочный коктейль, шоколадный, малокалорийный, с аспартамом (E951), порошок",329 кКал,329 кКал,329 кКал,329 кКал
"Молочный коктейль, шоколадный, малокалорийный, с аспартамом (E951), порошок, приготовленный на воде со льдом",29 кКал,29 кКал,29 кКал,29 кКал
"Молочный напиток, готовый к употреблению, ароматизированный и подслащенный, с доб. кальция, витаминов A и D, с пониж. содерж. жира, 1.83%",77 кКал,77 кКал,77 кКал,77 кКал
Морковный сок,56 кКал,56 кКал,56 кКал,56 кКал
Напитки газированные на плодово-ягодных настоях,46 кКал,46 кКал,46 кКал,46 кКал
Напитки газированные на цитрусовых настоях,33 кКал,33 кКал,33 кКал,33 кКал
"Напитки газированные на эссенциях («Кока-кола», «Пепси-кола»)",38 кКал,38 кКал,38 кКал,38 кКал
Напиток апельсиновый по 2-160,53 кКал,53 кКал,53 кКал,53 кКал
"Напиток к завтраку, Апельсиновый, готовый к употреблению, с доб нутриентами",53 кКал,53 кКал,53 кКал,53 кКал
Напиток клюквенный по 2-160,51 кКал,51 кКал,51 кКал,51 кКал
"Напиток микс, QUAKER OATS, GATORADE, со вкусом апельсина, порошок",388 кКал,388 кКал,388 кКал,388 кКал
Напиток яблочный по 2-160,54 кКал,54 кКал,54 кКал,54 кКал
"Напиток-микс, с клубничным вкусом, порошок",389 кКал,389 кКал,389 кКал,389 кКал
"Напиток-микс, с клубничным вкусом, порошок, приготовленный на цельном молоке",88 кКал,88 кКал,88 кКал,88 кКал
"Напиток-сок,  смесь овощей и фруктов, с уменьш. кол. калорий, с низкокалорийным подсластителем, и доб. витамина C",4 кКал,4 кКал,4 кКал,4 кКал
"Напиток-сок, смесь овощей и фруктов, с доб. нутриентов",29 кКал,29 кКал,29 кКал,29 кКал
"Напиток-шейк, фаст фуд, ванильный",148 кКал,148 кКал,148 кКал,148 кКал
"Напиток-шейк, фаст фуд, клубничный",113 кКал,113 кКал,113 кКал,113 кКал
"Напиток, из плодов шиповника по 2-162",50 кКал,50 кКал,50 кКал,50 кКал
"Напиток, Коктейль персиковый по 2-164",98 кКал,98 кКал,98 кКал,98 кКал
"Напиток, рисовый, неподслащенный, с доб. кальция, витаминов A и D",47 кКал,47 кКал,47 кКал,47 кКал
"Напиток, с ароматом апельсина, на завтрак, низкокалорийный, порошок",217 кКал,217 кКал,217 кКал,217 кКал
"Напиток, с ароматом апельсина, на завтрак, порошок",386 кКал,386 кКал,386 кКал,386 кКал
"Напиток, с ароматом апельсина, на завтрак, с мякотью, замороженный концентрат",172 кКал,172 кКал,172 кКал,172 кКал
"Напиток, с ароматом апельсина, на завтрак, с мякотью, замороженный концентрат, приготовленный на воде",49 кКал,49 кКал,49 кКал,49 кКал
"Напиток, с ароматом апельсина, на завтрак, с соком и мякотью, замороженный концентрат",153 кКал,153 кКал,153 кКал,153 кКал
"Напиток, с фруктовым ароматом, сухая смесь, низкокалорийный, с заменителем сахара аспартам (E951)",218 кКал,218 кКал,218 кКал,218 кКал
"Напиток, с шоколадным вкусом, на основе молока и сыворотки",49 кКал,49 кКал,49 кКал,49 кКал
"Напиток, со апельсиновым вкусом, к завтраку, порошок, приготовленный на воде",49 кКал,49 кКал,49 кКал,49 кКал
"Напиток, со вкусом лимонада, порошок",380 кКал,380 кКал,380 кКал,380 кКал
"Напиток, со вкусом лимонада, порошок, приготовленный на воде",27 кКал,27 кКал,27 кКал,27 кКал
"Напиток, со вкусом шоколада, порошок, приготовленный на цельном молоке",85 кКал,85 кКал,85 кКал,85 кКал
"Напиток, со вкусом эг-ногг, порошок, приготовленный на цельном молоке",95 кКал,95 кКал,95 кКал,95 кКал
"Напиток, фруктовый напиток-сок, с уменьшенным содрежржанием сахара, с доб. витамина E",39 кКал,39 кКал,39 кКал,39 кКал
"Напиток, Хорчата (орчата), как подают в ресторанах",54 кКал,54 кКал,54 кКал,54 кКал
"Напиток, Яблочно-абрикосовый, консервы",58 кКал,58 кКал,58 кКал,58 кКал
Нарзан,0 кКал,0 кКал,0 кКал,0 кКал
Полюстрово,0 кКал,0 кКал,0 кКал,0 кКал
Свекольный сок,61 кКал,61 кКал,61 кКал,61 кКал
Сироп из шиповника,285 кКал,285 кКал,285 кКал,285 кКал
Славяновская,0 кКал,0 кКал,0 кКал,0 кКал
"Смесь солодовых напитков, натуральных, порошок",428 кКал,428 кКал,428 кКал,428 кКал
"Смесь солодовых напитков, натуральных, порошок, приготовленный с цельным молоком",88 кКал,88 кКал,88 кКал,88 кКал
"Смесь солодовых напитков, натуральных, с добавками, порошок",384 кКал,384 кКал,384 кКал,384 кКал
"Смесь солодовых напитков, натуральных, с добавками, порошок, приготовленный с цельным молоком",86 кКал,86 кКал,86 кКал,86 кКал
"Смесь солодовых напитков, шоколад, порошок",411 кКал,411 кКал,411 кКал,411 кКал
"Смесь солодовых напитков, шоколад, порошок, приготовленный с цельным молоком",85 кКал,85 кКал,85 кКал,85 кКал
"Смесь солодовых напитков, шоколад, с добавками, порошок",389 кКал,389 кКал,389 кКал,389 кКал
"Смесь солодовых напитков, шоколад, с добавками, порошок, приготовленный с цельным молоком",87 кКал,87 кКал,87 кКал,87 кКал
Сок абрикосовый,55 кКал,55 кКал,55 кКал,55 кКал
Сок ананасовый,52 кКал,52 кКал,52 кКал,52 кКал
Сок апельсиновый,60 кКал,60 кКал,60 кКал,60 кКал
Сок виноградный,70 кКал,70 кКал,70 кКал,70 кКал
Сок вишнёвый,51 кКал,51 кКал,51 кКал,51 кКал
Сок гранатовый,56 кКал,56 кКал,56 кКал,56 кКал
Сок грейпфрутовый,38 кКал,38 кКал,38 кКал,38 кКал
Сок лимонный,33 кКал,33 кКал,33 кКал,33 кКал
Сок мандариновый,45 кКал,45 кКал,45 кКал,45 кКал
Сок персиковый,68 кКал,68 кКал,68 кКал,68 кКал
Сок сливовый,68 кКал,68 кКал,68 кКал,68 кКал
Сок томатный,18 кКал,18 кКал,18 кКал,18 кКал
Сок яблочный,46 кКал,46 кКал,46 кКал,46 кКал
"Сок-напиток и цитрусовых, замороженный концентрат",162 кКал,162 кКал,162 кКал,162 кКал
"Сок-напиток и цитрусовых, замороженный концентрат, приготовленный на воде",46 кКал,46 кКал,46 кКал,46 кКал
"Спортивный напиток, COCA-COLA, POWERADE, с лимонно-лаймовым вкусом, готовый к употреблению",32 кКал,32 кКал,32 кКал,32 кКал
"Фруктовый пунш, напиток, без добавления нутриентов, консервированный",48 кКал,48 кКал,48 кКал,48 кКал
"Фруктовый пунш, напиток, замороженный концентрат",162 кКал,162 кКал,162 кКал,162 кКал
"Фруктовый пунш, напиток, замороженный концентрат, приготовленный на воде",46 кКал,46 кКал,46 кКал,46 кКал
"Фруктовый пунш, напиток, порошок, без доб натрия, приготовленный на воде",37 кКал,37 кКал,37 кКал,37 кКал
"Фруктовый пунш, напиток, с доб. нутриентов, консервированный",47 кКал,47 кКал,47 кКал,47 кКал
"Фруктовый пунш, сок-напиток, замороженный концентрат",175 кКал,175 кКал,175 кКал,175 кКал
"Фруктовый пунш, сок-напиток, замороженный концентрат, приготовленный на воде",42 кКал,42 кКал,42 кКал,42 кКал
Чай (сухая заварка),"140,9 кКал","140,9 кКал","140,9 кКал","140,9 кКал"
Чай заваренный с лимоном,28 кКал,28 кКал,28 кКал,28 кКал
Чай заваренный с молоком,43 кКал,43 кКал,43 кКал,43 кКал
Чай заваренный с сахаром,28 кКал,28 кКал,28 кКал,28 кКал
Чай черный байховый (сухая заварка),"151,8 кКал","151,8 кКал","151,8 кКал","151,8 кКал"
"Чай, готовый к употреблению, ARIZONA iced tea,  с лимонным вкусом",39 кКал,39 кКал,39 кКал,39 кКал
"Чай, готовый к употреблению, LIPTON BRISK, холодный, с лимонным вкусом",35 кКал,35 кКал,35 кКал,35 кКал
"Чай, готовый к употреблению, NESTLE, COOL NESTEA, холодный, с лимонным вкусом",36 кКал,36 кКал,36 кКал,36 кКал
"Чай, готовый к употреблению, WENDY'S, фаст фуд, без льда",1 кКал,1 кКал,1 кКал,1 кКал
"Чай, заваренный, приготовленный, на водопроводной воде",1 кКал,1 кКал,1 кКал,1 кКал
"Чай, заваренный, приготовленный, на водопроводной воде, без кофеина",1 кКал,1 кКал,1 кКал,1 кКал
"Чай, заваренный, приготовленный, на дистиллированной воде",1 кКал,1 кКал,1 кКал,1 кКал
"Чай, растворимый,  неподслащенный, с ароматом лимона, порошок",345 кКал,345 кКал,345 кКал,345 кКал
"Чай, растворимый, не подслащенный, порошок, приготовленный",1 кКал,1 кКал,1 кКал,1 кКал
"Чай, растворимый, неподслащенный, порошок",315 кКал,315 кКал,315 кКал,315 кКал
"Чай, растворимый, неподслащенный, порошок, без кофеина",315 кКал,315 кКал,315 кКал,315 кКал
"Чай, растворимый, подслащенный сахарином натрия, со вкусом лимона, порошок",338 кКал,338 кКал,338 кКал,338 кКал
"Чай, растворимый, подслащенный сахарином натрия, со вкусом лимона, порошок, без кофеина",338 кКал,338 кКал,338 кКал,338 кКал
"Чай, растворимый, подслащенный сахарином натрия, со вкусом лимона, порошок, приготовленный",2 кКал,2 кКал,2 кКал,2 кКал
"Чай, растворимый, подслащенный сахаром, со вкусом лимона, с доб. аскорбиновой кислоты, порошок",385 кКал,385 кКал,385 кКал,385 кКал
"Чай, растворимый, с сахаром, со вкусом лимона, без доб. аскорбиновой кислоты, порошок",401 кКал,401 кКал,401 кКал,401 кКал
"Чай, растворимый, с сахаром, со вкусом лимона, без доб. аскорбиновой кислоты, порошок, без кофеина",401 кКал,401 кКал,401 кКал,401 кКал
"Чай, растворимый, с сахаром, со вкусом лимона, без доб. аскорбиновой кислоты, порошок, приготовленный",35 кКал,35 кКал,35 кКал,35 кКал
"Чай, травяной, не ромашковый, заваренный",1 кКал,1 кКал,1 кКал,1 кКал
"Чай, травяной, ромашковый, заваренный",1 кКал,1 кКал,1 кКал,1 кКал
Черноплодно-рябиновый сок,50 кКал,50 кКал,50 кКал,50 кКал
Черносмородиновый сок,41 кКал,41 кКал,41 кКал,41 кКал
Шиповниковый сок,67 кКал,67 кКал,67 кКал,67 кКал
Шоколадный сироп,279 кКал,279 кКал,279 кКал,279 кКал
"Шоколадный сироп, приготовленный на цельном молоке",90 кКал,90 кКал,90 кКал,90 кКал
"Энергетический напиток, AMP",46 кКал,46 кКал,46 кКал,46 кКал
"Энергетический напиток, AMP, без сахара",2 кКал,2 кКал,2 кКал,2 кКал
"Энергетический напиток, FULL THROTTLE",46 кКал,46 кКал,46 кКал,46 кКал
"Энергетический напиток, Monster (Монстр)",47 кКал,47 кКал,47 кКал,47 кКал
"Энергетический напиток, RED BULL (Ред булл), с доб кофеина, витаминами: PP, B5, B6 и B12",43 кКал,43 кКал,43 кКал,43 кКал
"Энергетический напиток, ROCKSTAR",58 кКал,58 кКал,58 кКал,58 кКал
"Энергетический напиток, ROCKSTAR, без сахара",4 кКал,4 кКал,4 кКал,4 кКал
"Энергетический напиток, VAULT Zero, без сахара, со вкусом цитрусовых",1 кКал,1 кКал,1 кКал,1 кКал
"Энергетический напиток, VAULT Zero, со вкусом цитрусовых",49 кКал,49 кКал,49 кКал,49 кКал
Яблочно морковный напиток. Консервы,68 кКал,68 кКал,68 кКал,68 кКал
Яблочно-абрикосовый напиток. Консервы,58 кКал,58 кКал,58 кКал,58 кКал
Яблочно-виноградный напиток,52 кКал,52 кКал,52 кКал,52 кКал
